"TimeUTC","timestampInMs","requestPath","requestMethod","requestQueryString","responseStatusCode","requestId","requestUserAgent","level","environment","branch","vercelCache","type","function","host","deploymentDomain","deploymentId","durationMs","region","maxMemoryUsed","memorySize","message","projectId","traceId","sessionId","invocationId","instanceId"
"2025-07-10 14:52:46",1752159166507,"fini-tn.vercel.app/api/user/ensure-profile","POST","",-1,"ghvpx-1752159166228-2daff910f2a2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","warning","production","main","MISS","lambda","/api/user/ensure-profile","fini-tn.vercel.app","fini-tn.vercel.app","dpl_EJsbaoCv1Q8Fsx4TBCn8amHnHxhw",-1,"iad1",-1,-1,"[RAG:embeddings] Generating embedding for text: Namespace initialized for products data in store ce6e4e8d-c992-4a4f-b88f-6ef964c6cb2a...","prj_8i22mimp6RO1WTRkdRfuqTTiWDzD","","","01JZTD67TWCBBNH9J1KARJ7QB1",""
"2025-07-10 14:52:46",1752159166507,"fini-tn.vercel.app/api/user/ensure-profile","POST","",-1,"ghvpx-1752159166228-2daff910f2a2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","warning","production","main","MISS","lambda","/api/user/ensure-profile","fini-tn.vercel.app","fini-tn.vercel.app","dpl_EJsbaoCv1Q8Fsx4TBCn8amHnHxhw",-1,"iad1",-1,-1,"[RAG:embeddings] Generating embedding for text: Namespace initialized for store data in store ce6e4e8d-c992-4a4f-b88f-6ef964c6cb2a...","prj_8i22mimp6RO1WTRkdRfuqTTiWDzD","","","01JZTD67TWCBBNH9J1KARJ7QB1",""
"2025-07-10 14:52:46",1752159166419,"fini-tn.vercel.app/api/dashboard/stats","GET","",-1,"xllqb-1752159166252-141685bc851f","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","warning","production","main","MISS","lambda","/api/dashboard/stats","fini-tn.vercel.app","fini-tn.vercel.app","dpl_EJsbaoCv1Q8Fsx4TBCn8amHnHxhw",-1,"iad1",-1,-1,"[RAG:SECURITY] Creating namespace for store ce6e4e8d-c992-4a4f-b88f-6ef964c6cb2a, type: analytics","prj_8i22mimp6RO1WTRkdRfuqTTiWDzD","","","01JZTD67VJR5VXRF3DQ0ASAFZ2",""
"2025-07-10 14:52:46",1752159166388,"fini-tn.vercel.app/api/user/ensure-profile","POST","",-1,"m88zn-1752159166228-61d1711d7693","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","warning","production","main","MISS","lambda","/api/user/ensure-profile","fini-tn.vercel.app","fini-tn.vercel.app","dpl_EJsbaoCv1Q8Fsx4TBCn8amHnHxhw",-1,"iad1",-1,-1,"[RAG:vector-store] Completed deletion process for 1 vectors","prj_8i22mimp6RO1WTRkdRfuqTTiWDzD","","","01JZTD67V9Y51NF3J61FPP9HGW",""
"2025-07-10 14:52:46",1752159166388,"fini-tn.vercel.app/api/user/ensure-profile","POST","",-1,"m88zn-1752159166228-61d1711d7693","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","warning","production","main","MISS","lambda","/api/user/ensure-profile","fini-tn.vercel.app","fini-tn.vercel.app","dpl_EJsbaoCv1Q8Fsx4TBCn8amHnHxhw",-1,"iad1",-1,-1,"[RAG:vector-store] ✅ Successfully deleted 1 vectors from namespace: store-ce6e4e8d-c992-4a4f-b88f-6ef964c6cb2a","prj_8i22mimp6RO1WTRkdRfuqTTiWDzD","","","01JZTD67V9Y51NF3J61FPP9HGW",""
"2025-07-10 14:52:46",1752159166386,"fini-tn.vercel.app/api/user/ensure-profile","POST","",-1,"m88zn-1752159166228-61d1711d7693","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","warning","production","main","MISS","lambda","/api/user/ensure-profile","fini-tn.vercel.app","fini-tn.vercel.app","dpl_EJsbaoCv1Q8Fsx4TBCn8amHnHxhw",-1,"iad1",-1,-1,"[RAG:vector-store] Completed deletion process for 1 vectors","prj_8i22mimp6RO1WTRkdRfuqTTiWDzD","","","01JZTD67V9Y51NF3J61FPP9HGW",""
"2025-07-10 14:52:46",1752159166386,"fini-tn.vercel.app/api/user/ensure-profile","POST","",-1,"m88zn-1752159166228-61d1711d7693","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","warning","production","main","MISS","lambda","/api/user/ensure-profile","fini-tn.vercel.app","fini-tn.vercel.app","dpl_EJsbaoCv1Q8Fsx4TBCn8amHnHxhw",-1,"iad1",-1,-1,"[RAG:vector-store] ✅ Successfully deleted 1 vectors from namespace: store-ce6e4e8d-c992-4a4f-b88f-6ef964c6cb2a-analytics","prj_8i22mimp6RO1WTRkdRfuqTTiWDzD","","","01JZTD67V9Y51NF3J61FPP9HGW",""
"2025-07-10 14:52:46",1752159166375,"fini-tn.vercel.app/api/dashboard/stats","GET","",-1,"xllqb-1752159166252-141685bc851f","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","warning","production","main","MISS","lambda","/api/dashboard/stats","fini-tn.vercel.app","fini-tn.vercel.app","dpl_EJsbaoCv1Q8Fsx4TBCn8amHnHxhw",-1,"iad1",-1,-1,"[RAG:vector-store] Upserting 1 chunks to Pinecone","prj_8i22mimp6RO1WTRkdRfuqTTiWDzD","","","01JZTD67VJR5VXRF3DQ0ASAFZ2",""
"2025-07-10 14:52:46",1752159166375,"fini-tn.vercel.app/api/dashboard/stats","GET","",-1,"xllqb-1752159166252-141685bc851f","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","warning","production","main","MISS","lambda","/api/dashboard/stats","fini-tn.vercel.app","fini-tn.vercel.app","dpl_EJsbaoCv1Q8Fsx4TBCn8amHnHxhw",-1,"iad1",-1,-1,"[RAG:embeddings] Generated embedding with 1536 dimensions","prj_8i22mimp6RO1WTRkdRfuqTTiWDzD","","","01JZTD67VJR5VXRF3DQ0ASAFZ2",""
"2025-07-10 14:52:46",1752159166373,"fini-tn.vercel.app/api/dashboard/stats","GET","",-1,"xllqb-1752159166252-141685bc851f","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36","warning","production","main","MISS","lambda","/api/dashboard/stats","fini-tn.vercel.app","fini-tn.vercel.app","dpl_EJsbaoCv1Q8Fsx4TBCn8amHnHxhw",-1,"iad1",-1,-1,"[RAG:vector-store] Upserting 1 chunks to Pinecone","prj_8i22mimp6RO1WTRkdRfuqTTiWDzD","","","01JZTD67VJR5VXRF3DQ0ASAFZ2",""
